OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,C_METHOD,OBJECTIVE,GIS_ACRES,COMMENTS,DECADES,Shape__Area,Shape__Length,DURATION
1108,2020,CA,CDF,AEU,CRONAN FIRE,00016219,2020-06-09 00:00:00+00:00,2020-06-09 00:00:00+00:00,Lightning,1.0,1.0,28.27121,No Comments,2020,188749.98828125,1949.28488036288,0
1109,2020,CA,CDF,SHU,RIDGE,00009476,2020-09-14 00:00:00+00:00,2021-01-14 00:00:00+00:00,Miscellaneous,1.0,1.0,17.10545,No Comments,2020,119773.07421875,2050.81824293329,122
1110,2020,CA,CDF,AEU,CLAY FIRE,00022430,2020-07-29 00:00:00+00:00,2020-07-29 00:00:00+00:00,Equipment Use,1.0,1.0,740.1123,No Comments,2020,4886122.640625,15488.6603636983,0
1111,2020,CA,CDF,AEU,MEISS FIRE,00024350,2020-08-13 00:00:00+00:00,2020-08-13 00:00:00+00:00,Campfire,1.0,1.0,509.1472,No Comments,2020,3365238.55078125,10408.3486832679,0
1112,2020,CA,CDF,FKU,DEN,00006845,2020-05-23 00:00:00+00:00,2020-05-23 00:00:00+00:00,Structure,1.0,1.0,42.87516,No Comments,2020,264731.4375,2238.83330918882,0
1113,2020,CA,CDF,FKU,FRONTIER,00008754,2020-06-23 00:00:00+00:00,2020-06-23 00:00:00+00:00,Vehicle,1.0,1.0,21.7087,No Comments,2020,137924.62890625,1565.04846423519,0
1114,2020,CA,CDF,FKU,GATOS,00005504,2020-04-26 00:00:00+00:00,2020-04-26 00:00:00+00:00,Lightning,1.0,1.0,31.95898,No Comments,2020,199029.63671875,2149.26485259887,0
1115,2020,CA,CDF,FKU,HILLS,00011121,2020-07-28 00:00:00+00:00,2020-07-28 00:00:00+00:00,Campfire,1.0,1.0,44.13896,No Comments,2020,278570.2734375,3468.79641355981,0
1116,2020,CA,CDF,FKU,HILLS,00012279,2020-08-15 00:00:00+00:00,2020-09-27 00:00:00+00:00,Human Activity,2.0,1.0,2120.98,No Comments,2020,13134178.9335938,20374.5168819747,43
1117,2020,CA,CDF,FKU,KINGS,00009658,2020-07-05 00:00:00+00:00,2020-07-05 00:00:00+00:00,Lightning,1.0,1.0,65.94609,No Comments,2020,416526.96484375,3621.5883750093,0
1118,2020,CA,CDF,FKU,MINERAL,00010219,2020-07-13 00:00:00+00:00,2020-07-26 00:00:00+00:00,Unknown Cause,2.0,1.0,29666.96,No Comments,2020,184633612.402344,113981.402275566,13
1119,2020,CA,CDF,FKU,SUTTER,00006911,2020-05-24 00:00:00+00:00,2020-05-24 00:00:00+00:00,Structure,1.0,1.0,26.95898,No Comments,2020,167316.2421875,1946.58446633906,0
1120,2020,CA,CDF,FKU,SYCAMORE,00008701,2020-06-23 00:00:00+00:00,2020-06-25 00:00:00+00:00,Vehicle,1.0,1.0,26.59245,No Comments,2020,168936.41796875,2418.98911378323,2
1121,2020,CA,CDF,FKU,THERMAL,00013123,2020-08-30 00:00:00+00:00,2020-08-30 00:00:00+00:00,Structure,1.0,1.0,11.4255,No Comments,2020,72166.1015625,1779.66410363289,0
1122,2020,CA,CDF,FKU,TODD,00010991,2020-07-26 00:00:00+00:00,2020-07-26 00:00:00+00:00,Lightning,1.0,1.0,13.09678,No Comments,2020,82632.57421875,1596.15051546405,0
1123,2020,CA,CDF,FKU,TAR,00012129,2020-08-13 00:00:00+00:00,2020-08-18 00:00:00+00:00,Human Activity,1.0,1.0,20.48829,No Comments,2020,126743.31640625,1688.9888836915,5
1124,2020,CA,CDF,AEU,MURPHY FIRE,00024956,2020-08-17 00:00:00+00:00,2020-08-17 00:00:00+00:00,Structure,1.0,1.0,13.25112,No Comments,2020,88455.00390625,1534.42229322331,0
1125,2020,CA,CDF,AEU,COPPER FIRE,00029600,2020-09-30 00:00:00+00:00,2020-09-30 00:00:00+00:00,Equipment Use,1.0,1.0,46.58341,No Comments,2020,308142.91015625,3134.08453331294,0
1126,2020,CA,CDF,AEU,CAMERON FIRE,00031579,2020-10-18 00:00:00+00:00,2020-10-18 00:00:00+00:00,Miscellaneous,1.0,1.0,14.42604,No Comments,2020,95882.97265625,2402.69016742963,0
1127,2020,CA,CDF,AEU,LIBERTY FIRE,00017224,2020-06-17 00:00:00+00:00,2020-06-17 00:00:00+00:00,Railroad,1.0,1.0,88.69255,No Comments,2020,582787.0078125,6146.40818299476,0
1128,2020,CA,CDF,AEU,LAMBERT FIRE,00030112,2020-10-04 00:00:00+00:00,2020-10-04 00:00:00+00:00,Campfire,1.0,1.0,21.81627,No Comments,2020,144216.94921875,1873.86696652343,0
1129,2020,CA,CDF,BEU,CROSS,00004975,2020-10-07 00:00:00+00:00,2020-10-07 00:00:00+00:00,Lightning,1.0,1.0,24.49597,"Grass fire
",2020,151625.8359375,2109.64549140744,0
1130,2020,CA,CDF,BEU,BROWN,00004730,2020-09-22 00:00:00+00:00,2020-09-23 00:00:00+00:00,Structure,1.0,1.0,18.3533,"Grass fire
",2020,116118.16015625,1399.69305050089,1
1131,2020,CA,CDF,BEU,BOOMER,00003228,2020-07-04 00:00:00+00:00,2020-07-05 00:00:00+00:00,Unknown Cause,1.0,1.0,10.92989,"Brush or brush-and-grass mixture fire
",2020,69080.4765625,1436.73006419566,1
1132,2020,CA,CDF,BEU,BRADLEY,00002699,2020-06-08 00:00:00+00:00,2020-06-09 00:00:00+00:00,Lightning,1.0,1.0,230.3548,"Grass fire
",2020,1424371.15234375,5835.15003699961,1
1133,2020,CA,CDF,BEU,CARMEL,00004081,2020-08-18 00:00:00+00:00,2020-09-06 00:00:00+00:00,Miscellaneous,7.0,1.0,6996.944,"Brush or brush-and-grass mixture fire
",2020,43813350.5039062,55600.12331822,19
1134,2020,CA,CDF,BEU,COPPERHEAD,00005318,2020-10-26 00:00:00+00:00,2020-10-26 00:00:00+00:00,Lightning,1.0,1.0,22.66812,"Brush or brush-and-grass mixture fire
",2020,139948.171875,1915.84854178667,0
1135,2020,CA,CDF,BEU,CIRCLE,00004978,2020-10-07 00:00:00+00:00,2020-10-08 00:00:00+00:00,Powerline,1.0,1.0,32.20207,Brush or brush-and-grass mixture fire,2020,200531.37890625,2582.13548687018,1
1136,2020,CA,CDF,BEU,COYOTE,00003441,2020-07-15 00:00:00+00:00,2020-07-18 00:00:00+00:00,Unknown Cause,1.0,1.0,1485.075,"Brush or brush-and-grass mixture fire
",2020,9360859.671875,16996.4970121807,3
1137,2020,CA,CDF,BEU,FRUDDEN,00002608,2020-06-03 00:00:00+00:00,2020-06-04 00:00:00+00:00,Unknown Cause,1.0,1.0,43.21143,"Grass fire
",2020,267048.33984375,2652.84524639272,1
1138,2020,CA,CDF,BEU,JOHNSON,00003810,2020-08-04 00:00:00+00:00,2020-08-05 00:00:00+00:00,Unknown Cause,1.0,1.0,39.91976,"Forest, woods or wildland fire (timber)
",2020,250837.09375,2822.62352539148,1
1139,2020,CA,CDF,BEU,JULIUS,00002280,2020-05-17 00:00:00+00:00,2020-05-17 00:00:00+00:00,Structure,1.0,1.0,21.76851,	Grass fire,2020,135336.3046875,2165.33436764987,0
1140,2020,CA,CDF,BEU,METZ,00002404,2020-05-24 00:00:00+00:00,2020-05-24 00:00:00+00:00,Lightning,1.0,1.0,33.09181,"Brush or brush-and-grass mixture fire
",2020,207268.6953125,3239.20552422538,0
1141,2020,CA,CDF,BEU,RICO,00002986,2020-06-22 00:00:00+00:00,2020-06-23 00:00:00+00:00,Structure,1.0,1.0,338.1396,"Grass fire
",2020,2094725.046875,7785.79956099929,1
1142,2020,CA,CDF,BEU,RIVER,00004024,2020-08-16 00:00:00+00:00,2020-09-04 00:00:00+00:00,Human Activity,7.0,1.0,50213.82,"Brush or brush-and-grass mixture fire
",2020,314948093.957031,188233.155878169,19
1143,2020,CA,CDF,BEU,VISTA,00002966,2020-06-21 00:00:00+00:00,2020-06-22 00:00:00+00:00,Structure,1.0,1.0,27.80219,"Grass fire
",2020,176097.05859375,2666.98628310059,1
1144,2020,CA,CDF,BEU,STAGE,00002963,2020-06-21 00:00:00+00:00,2020-06-22 00:00:00+00:00,Vehicle,1.0,1.0,51.16013,"Brush or brush-and-grass mixture fire
",2020,322586.078125,3336.97262976126,1
1145,2020,CA,CDF,BEU,BITTERWATER,00002677,2020-06-07 00:00:00+00:00,2020-06-08 00:00:00+00:00,Structure,1.0,1.0,210.5436,"Grass fire
",2020,1313615.35546875,6469.82106210411,1
1146,2020,CA,CDF,BEU,BITTER,00002847,2020-06-16 00:00:00+00:00,2020-06-20 00:00:00+00:00,Miscellaneous,1.0,1.0,895.4044,"Brush or brush-and-grass mixture fire
",2020,5605739.77734375,12797.6740050256,4
1147,2020,CA,CDF,BEU,HUNTER,00002957,2020-06-21 00:00:00+00:00,2020-06-25 00:00:00+00:00,Debris Burning,1.0,1.0,194.558,"Brush or brush-and-grass mixture fire
",2020,1201839.72265625,6820.75933013876,4
1148,2020,CA,CCO,VNC,HOLSER,00066767,2020-08-17 00:00:00+00:00,2020-08-22 00:00:00+00:00,Unknown Cause,7.0,1.0,2188.634,No Comments,2020,13059172.328125,19186.8294309377,5
1149,2020,CA,CCO,VNC,LIME,00045754,2020-06-10 00:00:00+00:00,2020-06-17 00:00:00+00:00,Unknown Cause,7.0,1.0,802.5537,No Comments,2020,4788548.14453125,13860.1064982586,7
1150,2020,CA,CCO,VNC,ELIZABETH,00045530,2020-06-10 00:00:00+00:00,2020-06-13 00:00:00+00:00,Unknown Cause,6.0,1.0,298.9597,More confident sketch reference to AVL,2020,1778128.5859375,6564.64020703507,3
1151,2020,CA,CCO,VNC,PERKIN,00102739,2020-12-08 00:00:00+00:00,2020-12-11 00:00:00+00:00,Unknown Cause,7.0,1.0,39.82645,No Comments,2020,236398.92578125,2695.47456642105,3
1152,2020,CA,CCO,VNC,MEDIO,00070334,2020-08-28 00:00:00+00:00,2020-08-28 00:00:00+00:00,Unknown Cause,7.0,1.0,16.061,No Comments,2020,95454.09765625,1272.47214888137,0
1153,2020,CA,CDF,SCU,SCU COMPLEX,00005740,2020-08-16 00:00:00+00:00,2020-09-11 00:00:00+00:00,Human Activity,2.0,1.0,396824.5,No Comments,2020,2545883718.76562,634336.338845716,26
1154,2020,CA,CDF,SCU,PARK,00004669,2020-07-04 00:00:00+00:00,2020-07-10 00:00:00+00:00,Lightning,2.0,1.0,342.5213,No Comments,2020,2186240.57421875,7516.04467008558,6
1155,2020,CA,CDF,SCU,CREWS,00004686,2020-07-05 00:00:00+00:00,2020-07-15 00:00:00+00:00,Powerline,2.0,1.0,5513.191,No Comments,2020,35060829.5039062,45170.9785570476,10
1156,2020,CA,CDF,MVU,VOLCANO,00012575,2020-08-20 00:00:00+00:00,2020-08-22 00:00:00+00:00,Campfire,1.0,1.0,46.38861,No Comments,2020,270454.58203125,2163.21152725135,2
1157,2020,CA,CDF,MVU,BORDER 7,00008316,2020-06-11 00:00:00+00:00,2020-06-13 00:00:00+00:00,Unknown Cause,1.0,1.0,70.65142,No Comments,2020,403717.03125,2918.53237968823,2
1158,2020,CA,CDF,MVU,SKYLINE 3,00008307,2020-06-11 00:00:00+00:00,2020-06-14 00:00:00+00:00,Unknown Cause,1.0,1.0,79.95433,No Comments,2020,458460.96875,4983.22669013041,3
1159,2020,CA,CDF,MVU,WILLOWS,00019271,2020-12-02 00:00:00+00:00,2020-12-03 00:00:00+00:00,Unknown Cause,1.0,1.0,58.15114,No Comments,2020,333622.3046875,4342.90269667345,1
1160,2020,CA,CDF,MVU,BORDER 11,00011169,2020-07-28 00:00:00+00:00,2020-07-30 00:00:00+00:00,Unknown Cause,1.0,1.0,59.76928,No Comments,2020,341525.91015625,4060.84130397682,2
1161,2020,CA,CDF,RRU,AIRPORT,00154602,2020-12-01 00:00:00+00:00,2020-12-13 00:00:00+00:00,Unknown Cause,2.0,1.0,1085.7,No Comments,2020,6394320.5859375,21111.0757464018,12
1162,2020,CA,CDF,RRU,CASINO,00088099,2020-07-13 00:00:00+00:00,2020-07-13 00:00:00+00:00,Vehicle,7.0,1.0,91.579,No Comments,2020,534893.16796875,3965.86275362473,0
1163,2020,CA,CDF,RRU,INDIAN,00079585,2020-06-30 00:00:00+00:00,2020-06-30 00:00:00+00:00,Unknown Cause,1.0,1.0,59.73152,No Comments,2020,349042.78125,3773.59935198116,0
1164,2020,CA,CDF,RRU,SANDERSON,00160421,2020-12-13 00:00:00+00:00,2020-12-14 00:00:00+00:00,Debris Burning,7.0,1.0,1954.651,No Comments,2020,11511422.7382812,19690.7828535255,1
1165,2020,CA,CDF,RRU,SIERRA,00071265,2020-06-08 00:00:00+00:00,2020-06-08 00:00:00+00:00,Powerline,1.0,1.0,39.05026,No Comments,2020,229655.66015625,6088.60631302228,0
1166,2020,CA,CDF,RRU,SKYLINE,00102838,2020-08-03 00:00:00+00:00,2020-08-16 00:00:00+00:00,Unknown Cause,1.0,1.0,47.93214,No Comments,2020,281870.625,3076.1779509646,13
1167,2020,CA,CDF,RRU,WATER,00097597,2020-08-02 00:00:00+00:00,2020-08-02 00:00:00+00:00,Unknown Cause,7.0,1.0,36.02038,No Comments,2020,212564.4765625,3032.66853725906,0
1168,2020,CA,CCO,LAC,EQUESTRIAN,00167541,2020-06-08 00:00:00+00:00,2020-06-09 00:00:00+00:00,Structure,1.0,1.0,83.61877,No Comments,2020,499137.76953125,3815.29825199733,1
1169,2020,CA,CCO,LAC,SOLEDAD,00197926,2020-07-05 00:00:00+00:00,2020-07-07 00:00:00+00:00,Campfire,1.0,1.0,1525.536,No Comments,2020,9101965.32421875,23117.5582574448,2
1170,2020,CA,CCO,LAC,RIDGE,00222638,2020-07-27 00:00:00+00:00,2020-07-28 00:00:00+00:00,Unknown Cause,7.0,1.0,320.8393,No Comments,2020,1928676.69140625,12353.9659255893,1
1171,2020,CA,CCO,LAC,CASTAIC,00228163,2020-08-01 00:00:00+00:00,2020-08-01 00:00:00+00:00,Unknown Cause,1.0,1.0,178.3116,No Comments,2020,1066001.359375,6079.35151358337,0
1172,2020,CA,CCO,LAC,WEST,00181840,2020-06-21 00:00:00+00:00,2020-06-21 00:00:00+00:00,Unknown Cause,1.0,1.0,46.83757,No Comments,2020,281528.85546875,2371.90873965361,0
1173,2020,CA,CCO,LAC,3 POINTS,00198047,2020-07-05 00:00:00+00:00,2020-07-05 00:00:00+00:00,Unknown Cause,1.0,1.0,11.78609,No Comments,2020,70801.65234375,1043.06249914957,0
1174,2020,CA,USF,ANF,BOBCAT,00003687,2020-09-06 00:00:00+00:00,2020-10-19 00:00:00+00:00,Unknown Cause,7.0,1.0,115998.0,No Comments,2020,690091830.25,433313.073884562,43
1175,2020,CA,CCO,LAC,JOHNSON,00259152,2020-08-28 00:00:00+00:00,2020-08-29 00:00:00+00:00,Miscellaneous,1.0,1.0,291.9492,No Comments,2020,1750755.3046875,7290.87199216327,1
1176,2020,CA,CCO,LAC,QUAIL,00306071,2020-10-09 00:00:00+00:00,2020-10-09 00:00:00+00:00,Railroad,1.0,1.0,12.85847,No Comments,2020,77284.2890625,1617.63837654305,0
1177,2020,CA,CCO,LAC,RAYBURN,00252458,2020-08-22 00:00:00+00:00,2020-08-22 00:00:00+00:00,Unknown Cause,1.0,1.0,12.39058,No Comments,2020,74128.78125,1417.42955084624,0
1178,2020,CA,CCO,LAC,ACTON,00293564,2020-09-28 00:00:00+00:00,2020-09-28 00:00:00+00:00,Campfire,1.0,1.0,13.84105,No Comments,2020,82643.65625,1485.44842318222,0
1179,2020,CA,CCO,LAC,SAN DIMAS,00355402,2020-11-06 00:00:00+00:00,2020-11-06 00:00:00+00:00,Vehicle,7.0,1.0,128.1708,No Comments,2020,759180.5546875,3681.25802473587,0
1180,2020,CA,CDF,BEU,AIRLINE,00006361,2020-12-25 00:00:00+00:00,2020-12-25 00:00:00+00:00,Vehicle,1.0,1.0,62.40783,"Brush or brush-and-grass mixture fire
",2020,388882.09375,5360.40790455591,0
1181,2020,CA,CDF,LNU,HILL,00011673,2020-07-24 00:00:00+00:00,2020-07-24 00:00:00+00:00,Miscellaneous,6.0,1.0,139.1295,Matt Maxwell,2020,934300.1640625,4013.6961650726,0
1182,2020,CA,CDF,LNU,BRIM,00011354,2020-07-19 00:00:00+00:00,2020-07-19 00:00:00+00:00,Campfire,6.0,1.0,21.9246,Dennis Lange,2020,147766.66796875,2296.01738970867,0
1183,2020,CA,CDF,LNU,SITES,00012277,2020-08-02 00:00:00+00:00,2020-08-02 00:00:00+00:00,Unknown Cause,1.0,1.0,569.5134,Jason Brown,2020,3854750.73828125,8133.10536119464,0
1184,2020,CA,CDF,LNU,POPE,00017668,2020-10-23 00:00:00+00:00,2020-10-23 00:00:00+00:00,Miscellaneous,6.0,1.0,64.28315,Marc Hottendorf,2020,426249.77734375,3286.3262971715,0
1185,2020,CA,CDF,LNU,LYONS,00016978,2020-10-13 00:00:00+00:00,2020-10-13 00:00:00+00:00,Miscellaneous,6.0,1.0,25.58551,Steve Hansen,2020,172188.10546875,2419.23386339273,0
1186,2020,CA,CDF,LNU,SALT,00016501,2020-10-05 00:00:00+00:00,2020-10-05 00:00:00+00:00,Miscellaneous,6.0,1.0,86.66375,Carrie Pell,2020,576695.59765625,4835.89632302339,0
1187,2020,CA,CDF,LNU,CATHOLIC,00014325,2020-09-01 00:00:00+00:00,2020-09-01 00:00:00+00:00,Miscellaneous,6.0,1.0,22.23492,Rion Allbaugh,2020,149261.95703125,1451.68020997394,0
1188,2020,CA,CDF,LNU,URSULINE,00015761,2020-09-21 00:00:00+00:00,2020-09-21 00:00:00+00:00,Lightning,6.0,1.0,11.93184,Brion Borba,2020,78948.84765625,1614.56973556699,0
1189,2020,CA,CDF,LNU,SIERRA,00007631,2020-05-24 00:00:00+00:00,2020-05-24 00:00:00+00:00,Miscellaneous,6.0,1.0,17.90481,Scott Weese,2020,117854.65234375,1821.15477228767,0
1190,2020,CA,CDF,LNU,STAGE,00015702,2020-09-23 00:00:00+00:00,2020-09-23 00:00:00+00:00,Structure,6.0,1.0,26.56782,Scott Weese,2020,174493.51171875,2879.0217080729,0
1191,2020,CA,CDF,LNU,INDIAN,00014015,2020-08-26 00:00:00+00:00,2020-08-26 00:00:00+00:00,Unknown Cause,1.0,1.0,20.42734,John Wilson,2020,137415.95703125,2058.55238679748,0
1192,2020,CA,CDF,LNU,KIRKLAND,00011819,2020-07-27 00:00:00+00:00,2020-07-27 00:00:00+00:00,Structure,6.0,1.0,21.10397,Kole Oliver,2020,138551.109375,1836.36067022308,0
1193,2020,CA,CDF,LNU,PARISH,00009816,2020-06-27 00:00:00+00:00,2020-06-27 00:00:00+00:00,Unknown Cause,6.0,1.0,57.63135,Jordan Haley,2020,377416.69921875,3209.25136076177,0
1194,2020,CA,CDF,LNU,CACHE,00010508,2020-07-06 00:00:00+00:00,2020-07-06 00:00:00+00:00,Debris Burning,6.0,1.0,44.79775,Zach Cartee,2020,298307.8203125,2862.17747320788,0
1195,2020,CA,CDF,LNU,MOUNTAIN,00009134,2020-06-17 00:00:00+00:00,2020-06-17 00:00:00+00:00,Structure,6.0,1.0,28.20186,Shannon Tompson,2020,185579.5703125,2577.97804933996,0
1196,2020,CA,CDF,LNU,MEYERS,00013481,2020-08-17 00:00:00+00:00,2020-09-02 00:00:00+00:00,Human Activity,7.0,1.0,2360.251,No Comments,2020,15621426.3203125,22388.5020060292,16
1197,2020,CA,CDF,LNU,WALBRIDGE,00013392,2020-08-17 00:00:00+00:00,2020-09-11 00:00:00+00:00,Human Activity,7.0,1.0,55208.94,No Comments,2020,366514226.371094,157572.908253266,25
1198,2020,CA,CDF,LNU,HENNESSEY,00013337,2020-08-17 00:00:00+00:00,2020-09-16 00:00:00+00:00,Human Activity,7.0,1.0,305351.9,No Comments,2020,2027266568.11719,1008834.88444174,30
1199,2020,CA,CDF,LNU,GLASS,00015497,2020-09-27 00:00:00+00:00,2020-10-20 00:00:00+00:00,Unknown Cause,7.0,1.0,67484.41,J. Baldwin,2020,447043238.957031,272074.173454487,23
1200,2020,CA,CDF,LNU,QUAIL,00008419,2020-06-06 00:00:00+00:00,2020-06-18 00:00:00+00:00,Unknown Cause,7.0,1.0,1841.0,J. Baldwin,2020,12174059.359375,16855.239545447,12
1201,2020,CA,CDF,LNU,LAKEVILLE,00008347,2020-06-05 00:00:00+00:00,2020-06-05 00:00:00+00:00,Lightning,6.0,1.0,159.6805,Brandon Bertolino,2020,1048803.6953125,4456.87791627852,0
1202,2020,CA,CDF,LNU,DUNFIELD,00004174,2020-03-13 00:00:00+00:00,2020-03-13 00:00:00+00:00,Railroad,6.0,1.0,21.91274,Robert Tooker,2020,150780.51953125,1856.85693245878,0
1203,2020,CA,CDF,LNU,SPANISH,00007631,2020-05-24 00:00:00+00:00,2020-05-24 00:00:00+00:00,Lightning,6.0,1.0,17.29441,Brandon Bertolino,2020,115108.828125,1342.05006595342,0
1204,2020,CA,CCO,MRN,DEVILS GULCH,00002033,2020-08-16 00:00:00+00:00,2020-08-16 00:00:00+00:00,Human Activity,1.0,1.0,16.94518,No Comments,2020,110702.9921875,2153.50282067009,0
1205,2020,CA,DOD,MCP,INDIA,00001474,2020-06-09 00:00:00+00:00,2020-06-14 00:00:00+00:00,Campfire,8.0,1.0,959.2821,No Comments,2020,5579077.5,15945.7034434688,5
1206,2020,CA,USF,INF,IRIS,00001585,2020-07-21 00:00:00+00:00,2020-08-04 00:00:00+00:00,Human Activity,8.0,1.0,124.9983,No Comments,2020,805416.37109375,10749.2026996505,14
1207,2020,CA,USF,MDF,DALTON ,00000498,2020-07-23 00:00:00+00:00,2020-08-15 00:00:00+00:00,Human Activity,3.0,1.0,1367.078,No Comments,2020,9939544.83984375,23649.397210532,23
1208,2020,CA,USF,MDF,ALLEN,00000470,2020-07-21 00:00:00+00:00,2020-08-27 00:00:00+00:00,Human Activity,3.0,1.0,1034.795,No Comments,2020,7439245.47265625,19543.3077463598,37
1209,2020,CA,USF,INF,BEACH,00002140,2020-08-16 00:00:00+00:00,2020-08-27 00:00:00+00:00,Human Activity,7.0,1.0,3668.429,No Comments,2020,23903367.40625,33018.521244009,11
1210,2020,CA,USF,TNF,LOYALTON,00001600,2020-08-14 00:00:00+00:00,2020-08-27 00:00:00+00:00,Human Activity,8.0,1.0,46720.91,No Comments,2020,319860110.5625,132036.550482008,13
1211,2020,CA,USF,PNF,SHEEP,00001299,2020-08-17 00:00:00+00:00,2020-09-07 00:00:00+00:00,Human Activity,7.0,1.0,29541.14,No Comments,2020,205912404.46875,123134.86978424,21
1212,2020,CA,USF,LPF,DOLAN,00002428,2020-08-18 00:00:00+00:00,2020-12-31 00:00:00+00:00,Unknown Cause,7.0,1.0,124527.4,No Comments,2020,772950527.878906,255261.397082853,135
1213,2020,CA,USF,KNF,FOX,00007241,2020-09-14 00:00:00+00:00,2020-09-28 00:00:00+00:00,Debris Burning,3.0,1.0,2027.554,No Comments,2020,14524107.9726562,35565.7575078034,14
1214,2020,CA,USF,SQF,SHOTGUN,00002543,2020-08-19 00:00:00+00:00,2021-01-04 00:00:00+00:00,Human Activity,3.0,1.0,840.8506,No Comments,2020,5256307.85546875,23325.4713101722,138
1215,2020,CA,USF,PNF,NORTH COMPLEX,00001308,2020-08-17 00:00:00+00:00,2020-12-03 00:00:00+00:00,Human Activity,1.0,1.0,318797.3,No Comments,2020,2183903306.8125,515161.140670983,108
1216,2020,CA,USF,SQF,CASTLE,00002541,2020-08-19 00:00:00+00:00,2021-01-04 00:00:00+00:00,Human Activity,7.0,1.0,170647.9,No Comments,2020,1063135639.72266,897716.760534046,138
1217,2020,CA,USF,ENF,FORK,00027219,2020-09-08 00:00:00+00:00,2020-11-08 00:00:00+00:00,Unknown Cause,7.0,1.0,1668.45,No Comments,2020,11191288.7734375,27875.0337976843,61
1218,2020,CA,USF,LPF,COLEMAN,00003161,2020-10-18 00:00:00+00:00,2020-11-15 00:00:00+00:00,Unknown Cause,8.0,1.0,562.9138,No Comments,2020,3497453.7734375,14566.2435185305,28
1219,2020,CA,USF,ENF,POINT,00032344,2020-10-26 00:00:00+00:00,2020-11-05 00:00:00+00:00,Unknown Cause,8.0,1.0,93.22421,No Comments,2020,625576.89453125,5586.63644554099,10
1220,2020,CA,USF,SNF,CREEK,00001391,2020-09-04 00:00:00+00:00,2020-12-24 00:00:00+00:00,Unknown Cause,8.0,1.0,379842.4,No Comments,2020,2435747263.73438,1030210.52228472,111
1221,2020,CA,USF,SHF,BALD,00001124,2020-07-28 00:00:00+00:00,2020-08-01 00:00:00+00:00,Human Activity,6.0,1.0,17.9241,No Comments,2020,127838.66015625,1380.62054761722,4
1222,2020,CA,USF,SHF,BRIDGE,00001116,2020-07-27 00:00:00+00:00,2020-07-28 00:00:00+00:00,Human Activity,6.0,1.0,14.58706,No Comments,2020,103093.44140625,1611.80841865329,1
1223,2020,CA,USF,PNF,IRON,00001284,2020-08-17 00:00:00+00:00,2020-08-22 00:00:00+00:00,Human Activity,7.0,1.0,37.90358,No Comments,2020,262137.03125,2710.74088527962,5
1224,2020,CA,USF,SNF,BULLFROG,00001402,2020-09-08 00:00:00+00:00,2020-11-09 00:00:00+00:00,Unknown Cause,7.0,1.0,654.6398,No Comments,2020,4175193.84765625,10191.6384606484,62
1225,2020,CA,USF,SHF,FLAT,00000910,2020-06-30 00:00:00+00:00,2020-08-22 00:00:00+00:00,Miscellaneous,7.0,1.0,62.04057,No Comments,2020,438504.7578125,4750.31909226175,53
1226,2020,CA,USF,KNF,DEVIL,00007084,2020-09-09 00:00:00+00:00,2020-09-09 00:00:00+00:00,Unknown Cause,7.0,1.0,8871.938,No Comments,2020,64904831.3125,108856.594837955,0
1227,2020,CA,USF,PNF,DAVIS 3,00001529,2020-09-09 00:00:00+00:00,2020-09-09 00:00:00+00:00,Vehicle,1.0,1.0,11.43486,No Comments,2020,78674.23046875,1866.90767195063,0
1228,2020,CA,USF,SHF,SPRING,00001270,2020-08-17 00:00:00+00:00,2020-08-27 00:00:00+00:00,Human Activity,6.0,1.0,228.8344,No Comments,2020,1601273.64453125,5181.59324176875,10
1229,2020,CA,USF,SHF,PINE,00001120,2020-07-28 00:00:00+00:00,2020-07-30 00:00:00+00:00,Human Activity,7.0,1.0,11.31372,No Comments,2020,80661.515625,1486.61816907728,2
1230,2020,CA,USF,PNF,FEATHER,00001217,2020-08-13 00:00:00+00:00,2020-08-17 00:00:00+00:00,Lightning,1.0,1.0,39.70483,No Comments,2020,271903.359375,5203.51892826598,4
1231,2020,CA,BIA,HIA,MP 21,00000046,2020-07-20 00:00:00+00:00,2020-07-20 00:00:00+00:00,Unknown Cause,8.0,1.0,93.0484,No Comments,2020,665132.99609375,6223.19517528885,0
1232,2020,CA,USF,SHF,GIBSON,00001029,2020-07-19 00:00:00+00:00,2020-07-20 00:00:00+00:00,Campfire,8.0,1.0,41.67092,No Comments,2020,296706.41015625,3394.082272065,1
1233,2020,CA,USF,SHF,HOBO,00001376,2020-09-01 00:00:00+00:00,2020-09-10 00:00:00+00:00,Structure,8.0,1.0,413.5251,No Comments,2020,2926304.91796875,10122.1959121227,9
1234,2020,CA,USF,SHF,HARRIS,00000545,2020-05-11 00:00:00+00:00,2020-05-11 00:00:00+00:00,Lightning,6.0,1.0,10.61657,No Comments,2020,76484.9765625,1092.24649005035,0
1235,2020,CA,USF,STF,QUARTER,00000970,2020-06-20 00:00:00+00:00,2020-07-02 00:00:00+00:00,Unknown Cause,1.0,1.0,11.58482,No Comments,2020,75798.24609375,2009.12333858213,12
1236,2020,CA,USF,PNF,ADAMS,00000976,2020-07-26 00:00:00+00:00,2020-07-31 00:00:00+00:00,Human Activity,2.0,1.0,901.6728,No Comments,2020,6213201.703125,14572.3653122299,5
