OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,C_METHOD,OBJECTIVE,GIS_ACRES,COMMENTS,COMPLEX_NAME,IRWINID,FIRE_NUM,COMPLEX_ID,DECADES,Shape__Area,Shape__Length
432,2022,CA,CCO,KRN,CUMMINGS,00045788,2022/09/21 00:00:00+00,2022/09/21 00:00:00+00,14,1,1,1.312247,Crew 11,,{D5972A29-ABD1-4F37-A8E5-5F1820B8F647},,,2020,7978.98828125,527.335828605154
433,2022,CA,CCO,KRN,EDISON,00046422,2022/09/25 00:00:00+00,2022/09/25 00:00:00+00,14,1,1,13.66138, ,,{43517DF6-E075-4C7F-A6F9-C8EBA9A4F495},,,2020,83204.01953125,1234.88533008292
434,2022,CA,CCO,KRN,TULE,00032089,2022/07/06 00:00:00+00,2022/07/06 00:00:00+00,14,1,1,21.6859, ,,{1DDC5DC1-A143-483D-9894-6D2D05C7CD5D},,,2020,133192.98828125,1691.65436406223
435,2022,CA,CCO,KRN,BEAR,00025681,2022/06/01 00:00:00+00,2022/06/02 00:00:00+00,10,1,1,15.95058, ,,{5F519126-3945-4380-874B-EFEDFDBB03EA},,,2020,97034.984375,1353.27797184079
436,2022,CA,LRA,KRN,CENTER,00019315,2022/04/26 00:00:00+00,2022/04/26 00:00:00+00,14,1,1,13.84711, ,,,,,2020,84470.515625,1260.79953836105
437,2022,CA,CCO,KRN,OAKS,00030764,2022/06/29 00:00:00+00,2022/06/29 00:00:00+00,14,1,1,5.585199, ,,{0758EEF6-DB4E-43FF-B3B0-856DE3D315BD},,,2020,33977.97265625,1084.90829538709
438,2022,CA,CCO,KRN,COMANCHE,00019425,2022/04/27 00:00:00+00,2022/04/27 00:00:00+00,14,1,1,50.66179, ,,{AE74D27C-64AB-4E52-B4F0-7253C9887CBD},,,2020,307306.0078125,3433.74788748391
439,2022,CA,CCO,KRN,BEALE,00030988,2022/06/30 00:00:00+00,2022/07/01 00:00:00+00,14,1,1,7.937709, ,,{0F51C87D-8586-4468-86DE-292506C05C3B},,,2020,48292.5078125,1779.42071613745
440,2022,CA,CCO,KRN,RANGE,00025967,2022/06/03 00:00:00+00,2022/06/03 00:00:00+00,14,1,1,93.07888, ,,{C4638CAC-8513-4DB8-9F9A-699B80EF961A},,,2020,565339.0234375,2945.45483883319
441,2022,CA,CCO,KRN,VINE,00033721,2022/07/15 00:00:00+00,2022/07/15 00:00:00+00,14,1,1,1.986299, ,,,,,2020,11984.00390625,676.48656200413
442,2022,CA,CCO,KRN,RAIL,00039205,2022/08/14 00:00:00+00,2022/08/17 00:00:00+00,14,1,1,216.2137, ,,{AC396D2A-D3D2-4D37-868E-63BC738CB285},,,2020,1316079.08984375,7150.05376976143
443,2022,CA,LRA,KRN,UPLAND,00026495,2022/06/06 00:00:00+00,2022/06/06 00:00:00+00,14,1,1,1.288484, ,,,,,2020,7875.01171875,429.114090652718
444,2022,CA,CCO,KRN,BEAR,00017955,2022/04/17 00:00:00+00,2022/04/18 00:00:00+00,10,1,1,2.163002, ,,,,,2020,13145.9921875,527.461802115149
445,2022,CA,LRA,KRN,KING,00039799,2022/08/17 00:00:00+00,2022/08/17 00:00:00+00,14,1,1,1.569355, ,,,,,2020,9534,488.24829101047
446,2022,CA,LRA,KRN,ROW,00031902,2022/07/05 00:00:00+00,2022/07/05 00:00:00+00,14,1,1,7.051614, ,,,,,2020,42568.5,920.421076978625
447,2022,CA,CCO,KRN,FORT,00034014,2022/07/16 00:00:00+00,2022/07/16 00:00:00+00,10,1,1,1.504349, ,,,,,2020,9074.01171875,913.846750252224
448,2022,CA,LRA,KRN,SYCAMORE,00035165,2022/07/22 00:00:00+00,2022/07/22 00:00:00+00,14,1,1,25.54512, ,,,,,2020,155157.94140625,2166.46526245852
449,2022,CA,LRA,KRN,ROBERTS,00017029,2022/04/12 00:00:00+00,2022/04/12 00:00:00+00,14,1,1,1.882066,Kern Preserve,,,,,2020,11492.51171875,481.546773858418
450,2022,CA,CCO,KRN,PASS,00036301,2022/07/28 00:00:00+00,2022/07/28 00:00:00+00,14,1,1,5.047825, ,,,,,2020,31070.5078125,880.856032255424
451,2022,CA,CCO,KRN,SAND,00026958,2022/06/08 00:00:00+00,2022/06/09 00:00:00+00,14,1,1,2.995723, ,,{72B313CB-2A4B-447B-A586-C59FA3B3B110},,,2020,18155.00390625,992.606988903806
452,2022,CA,CCO,KRN,FREEWAY,00023398,2022/05/19 00:00:00+00,2022/05/19 00:00:00+00,14,1,1,3.372502, ,,{AA7A0BD5-CA39-40DE-9B96-75530D2B46CC},,,2020,20482.48046875,1018.59635594464
453,2022,CA,CCO,KRN,CURVE,00037359,2022/08/03 00:00:00+00,2022/08/03 00:00:00+00,14,1,1,7.132461, ,,{67BCE999-21AD-4B99-AFD6-AF041A840252},,,2020,42955.50390625,1085.23739541248
454,2022,CA,CCO,KRN,KERTO,00027224,2022/06/10 00:00:00+00,2022/06/11 00:00:00+00,14,1,1,31.69387, ,,{EE82B0D9-FD8C-4C9C-8208-7E38612A22B9},,,2020,191845.5,2258.58936698373
455,2022,CA,CCO,KRN,EDMONSTON,00023431,2022/05/19 00:00:00+00,2022/05/24 00:00:00+00,14,1,1,682.0379, ,,{1DD71020-2935-4155-83F2-BED1206C27D0},,,2020,4115353.5546875,17318.5944377661
456,2022,CA,CDF,BEU,AIRLINE,00004858,2022/09/01 00:00:00+00,2022/09/01 00:00:00+00,10,6,1,13.90262,,,{9791ED26-D846-42B3-9DC6-B47106972E5A},,,2020,87705.4453125,1637.02802517771
457,2022,CA,CDF,BEU,BIANCHI,00003254,2022/06/10 00:00:00+00,2022/06/10 00:00:00+00,2,1,1,38.15456,,,{FDE7C230-F01E-43E1-B167-1A8DCED92663},,,2020,238912.140625,2354.74834775245
458,2022,CA,CDF,BEU,GARRISON,00003730,2022/07/03 00:00:00+00,2022/07/05 00:00:00+00,11,2,1,147.4871,,,{A6C3226F-5D0F-4018-858A-28D041EF1E46},,,2020,909506.6796875,7024.20512376242
459,2022,CA,CDF,FKU,ALTA,00013952,2022/08/25 00:00:00+00,2022/08/25 00:00:00+00,14,1,1,11.93287, , ,{F8443D3B-C8F4-40CF-A4BF-D086C3936E8F},,,2020,75294.484375,1350.63132893546
460,2022,CA,CCO,MRN,REDWOOD,00221601,2022/06/27 00:00:00+00,2022/06/27 00:00:00+00,10,1,1,106.1611,,,{745A1F0D-2CB3-40ED-B5DB-782DFA4741AE},,,2020,696131.4765625,6834.61900999471
461,2022,CA,CDF,MVU,SANDIA,00019223,2022/09/04 00:00:00+00,2022/09/05 00:00:00+00,10,7,1,29.23103, , ,{1DBAB4E2-6CB8-4AE6-A164-9E123BE45A2B},,,2020,170310.28125,2267.3264102055
462,2022,CA,CDF,MVU,HAUSER,00020267,2022/09/17 00:00:00+00,2022/09/18 00:00:00+00,14,7,1,25.70823, , ,{6529DB77-37F5-4616-961A-B7A2EAC3E7E1},,,2020,147205.88671875,2607.34385463255
463,2022,CA,CDF,MVU,BORDER 10,00011175,2022/05/15 00:00:00+00,2022/05/15 00:00:00+00,4,7,1,4.806643,,,{47DB390B-18B8-4C29-9948-2F6458CAB0B5},,,2020,27462.24609375,1474.03798118897
464,2022,CA,CDF,MVU,FELIPE,00009479,2022/04/23 00:00:00+00,2022/04/23 00:00:00+00,5,7,1,1.16234,,,{CEE2CE36-6B50-40B6-87E6-433AA34E5CE2},,,2020,6734.51171875,475.37891346362
465,2022,CA,CDF,MVU,BORDER 13,00013233,2022/06/13 00:00:00+00,2022/06/17 00:00:00+00,7,7,1,568.2128,,,{78AD5955-B579-4F53-86BB-ADB88138D81F},,,2020,3247700.3984375,12881.0763077378
466,2022,CA,CDF,MVU,BARRETT 4,00013180,2022/06/12 00:00:00+00,2022/06/16 00:00:00+00,7,1,1,49.2244,,,{C998A0C7-C336-4949-957A-1430685E2151},,,2020,281441.6640625,4428.45636029805
467,2022,CA,CDF,MVU,BORDER 16,00013766,2022/06/21 00:00:00+00,2022/06/22 00:00:00+00,7,7,1,25.22921,,,{1F1E77D5-A443-4146-8B95-68AFB7F21CDB},,,2020,144154.828125,3275.60341860309
468,2022,CA,CDF,MVU,BORDER 15,00013732,2022/06/20 00:00:00+00,2022/06/21 00:00:00+00,14,6,1,28.94558,,,{697B4158-C08D-46B6-8454-BF029797F312},,,2020,165392.68359375,2603.14748480311
469,2022,CA,CDF,MVU,BORDER 18,00013981,2022/06/24 00:00:00+00,2022/06/24 00:00:00+00,14,6,1,2.849159,,,{2EFE7B7D-60CE-4887-969D-B0E748A3B5D1},,,2020,16279.89453125,506.472002061796
470,2022,CA,CDF,MVU,MESA 4,00010589,2022/05/07 00:00:00+00,2022/05/07 00:00:00+00,9,6,1,4.030843,,,{D9C7935E-2259-4E3F-BF38-C3E03241816F},,,2020,23044.79296875,646.898699348235
471,2022,CA,CDF,MVU,BORDER 19,00014025,2022/06/24 00:00:00+00,2022/06/26 00:00:00+00,7,7,1,16.96958,,,{E7AFC467-08FE-4362-8997-C6FFFC918935},,,2020,97005.765625,1737.71424769336
472,2022,CA,CDF,MVU,JEWEL,00011108,2022/05/14 00:00:00+00,2022/05/15 00:00:00+00,2,6,1,29.14392,,,{031F8C49-6DEF-4FFD-B8C4-94536B364E91},,,2020,166683.296875,1567.18914524435
473,2022,CA,CDF,MVU,BORDER 22,00015009,2022/07/08 00:00:00+00,2022/07/08 00:00:00+00,7,6,1,7.280743,,,{5FBB6F0B-45CA-44EA-9E92-8447EF3967B1},,,2020,41599.21875,910.063508134072
474,2022,CA,CDF,MVU,BORDER 27,00015640,2022/07/17 00:00:00+00,2022/07/18 00:00:00+00,14,7,1,98.14726,,,{DC504B30-B244-47CF-8190-F6B75DEF2620},,,2020,561288.5234375,5446.46718821948
475,2022,CA,CDF,MVU,BORDER 26,00015627,2022/07/17 00:00:00+00,2022/07/17 00:00:00+00,7,6,1,4.541373,,,{3617C93C-AE35-4595-A200-C263236B49ED},,,2020,25957.8359375,630.589312172271
476,2022,CA,CDF,MVU,BORDER 21,00014637,2022/07/03 00:00:00+00,2022/07/03 00:00:00+00,14,8,1,8.020247,,,{D500134B-72AA-4177-BFB8-02D18F1504B7},,,2020,45829.234375,1325.69853040465
477,2022,CA,CDF,MVU,CASNER,00016371,2022/09/27 00:00:00+00,2022/09/29 00:00:00+00,2,3,1,178.2691,,,{403C2B90-B20D-4CE7-87EB-64B5D01C7EAC},,,2020,1030379.66015625,5348.0797555212
478,2022,CA,CDF,MVU,BORDER 31,00018000,2022/08/19 00:00:00+00,2022/08/20 00:00:00+00,14,1,1,14.64988,,,{B0B7E897-C59C-4555-81CE-C891331F0786},,,2020,83814.53125,1972.87184671667
479,2022,CA,CDF,MVU,BORDER 32,00018864,2022/08/31 00:00:00+00,2022/09/05 00:00:00+00,14,3,1,4456.34,,,{0ED8C05A-7613-4BDD-8AF2-FD9A98F97ADA},,,2020,25487012.3867188,47412.1951916043
480,2022,CA,CDF,MVU,CAESAR,00019304,2022/09/05 00:00:00+00,2022/09/05 00:00:00+00,10,1,1,47.70462,,,{E9FEBA39-3C2B-43D2-A2FD-57FF57168D74},,,2020,275637.65625,3112.51459813348
481,2022,CA,CDF,LNU,ALPINE,00003667,2022/03/01 00:00:00+00,2022/03/01 00:00:00+00,7,1,1,18.43938,,,{E001EE78-AD7D-40DB-8ED3-8513BBC30D61},,,2020,121889.828125,1543.84471952045
482,2022,CA,USF,CNF,JIM,00000406,2022/03/02 00:00:00+00,2022/03/27 00:00:00+00,14,7,1,552.538,,,{D532043A-0EC6-4DD5-A7CB-805CDA111B1D},,,2020,3239249.24609375,9079.28066547885
483,2022,CA,USF,SHF,BARNEY,00000173,2022/03/11 00:00:00+00,2022/04/14 00:00:00+00,9,6,1,31.46449,,,{7FA890BE-CF99-4CFD-ABFF-53E2254D9E91},,,2020,222635.18359375,2544.92211518185
484,2022,CA,USF,TNF,GOLDEN,00000506,2022/05/20 00:00:00+00,2022/05/31 00:00:00+00,9,6,1,19.4423,,,{C287A1C8-056E-47EC-A1E6-D7F169455621},,,2020,132051.171875,3044.2500591894
485,2022,CA,USF,ANF,BOUQUET,00001564,2022/05/30 00:00:00+00,2022/06/05 00:00:00+00,14,7,1,48.40139,CONT date is OUT date,,{E2F94C42-90C3-4B4F-9541-5097D4279B85},,,2020,289601.88671875,3688.36881724839
486,2022,CA,USF,LNF,GRAHAM,00002814,2022/06/10 00:00:00+00,2022/06/17 00:00:00+00,14,7,1,177.4989,,,{100A575B-575C-48D1-99DA-60C24FED570F},,,2020,1227295.2265625,10425.4043692424
487,2022,CA,USF,ANF,SHEEP,00001704,2022/06/12 00:00:00+00,2022/06/19 00:00:00+00,14,7,1,865.1371,,,{ADA7FE96-1CC0-4FBB-ADB5-138D07B676C0},,,2020,5151012.94921875,15607.5096815576
488,2022,CA,USF,BDF,WAGON TRAIN,00008317,2022/05/22 00:00:00+00,2022/05/26 00:00:00+00,9,6,1,10.86248,1E551AE2-7193-4B23-A610-43347D5C7A5E,,{1E551AE2-7193-4B23-A610-43347D5C7A5E},,,2020,64487.75,1724.50028500664
489,2022,CA,USF,ANF,SIERRA,00001752,2022/06/15 00:00:00+00,2022/06/16 00:00:00+00,14,7,1,10.23126,,,{E8C4D7A3-2F68-4E9A-882C-A136D7710866},,,2020,61185.80859375,2138.47842377465
490,2022,CA,USF,MDF,CASUSE ,00000350,2022/07/03 00:00:00+00,2022/07/04 00:00:00+00,14,7,1,29.26842,,,{DB099F5E-959E-4D16-9D18-C0ABE22ABE65},,,2020,213615.55078125,2567.56456156403
491,2022,CA,USF,KNF,MCKINNEY,00006177,2022/07/29 00:00:00+00,2022/11/11 00:00:00+00,14,3,1,60102.26,,,{4630026A-7802-477E-9133-E094C32E8D8C},,,2020,438181343.507812,227045.438395449
492,2022,CA,USF,KNF,YETI,00006200,2022/07/30 00:00:00+00,2022/09/03 00:00:00+00,14,3,1,7886.011,,,{CBF463F1-943D-43FC-A4E5-D50647817B6F},,,2020,57542116.0078125,50192.0137125042
493,2022,CA,USF,KNF,KELSEY,00006273,2022/07/31 00:00:00+00,2022/08/24 00:00:00+00,14,7,1,84.64411,11586BA1-236D-4C91-96C9-DB7AA167E64D,,{11586BA1-236D-4C91-96C9-DB7AA167E64D},,,2020,613775.14453125,6689.77218010559
494,2022,CA,USF,MDF,MCGINTY,00000569,2022/08/04 00:00:00+00,2022/08/07 00:00:00+00,1,7,1,48.1479,,,{9C7A9310-AC32-416B-9886-66D1B2CB4793},,,2020,351251.48046875,2750.55966283076
495,2022,CA,USF,SRF,AMMON,00000635,2022/08/05 00:00:00+00,2022/09/06 00:00:00+00,14,3,1,11464.9,,2022 SRF Lightning Complex,{C403F1AF-8762-41CE-A75E-5A4508B122E2},,,2020,81126625.4179688,64551.6567668991
496,2022,CA,USF,SRF,CAMPBELL,00000616,2022/08/05 00:00:00+00,2022/09/09 00:00:00+00,14,3,1,30132.85,,2022 SRF Lightning Complex,{63341D1A-DA35-4F72-9207-43688381FBA4},,,2020,213957954.304688,118434.522970768
497,2022,CA,USF,SQF,WISHON,00002089,2022/08/15 00:00:00+00,2022/08/29 00:00:00+00,14,3,1,317.8171,,,{F841FB60-8866-4149-9AD8-F486A760FF74},,,2020,1977380.82421875,8514.47292483156
498,2022,CA,USF,BDF,BRONCO,00012134,2022/08/17 00:00:00+00,2022/08/22 00:00:00+00,9,7,1,89.57446,,,{936780D7-EEE4-4311-8EFC-6E1D959D74F7},,,2020,531916.18359375,3281.96494666824
499,2022,CA,USF,ANF,EAST,00002810,2022/08/25 00:00:00+00,2022/09/11 00:00:00+00,14,3,1,147.6624,,,{D1DBEFDC-057A-4AD2-A649-9F17B2828FC1},,,2020,876444.6484375,5256.76370804369
500,2022,CA,USF,ANF,GULCH,00002870,2022/08/29 00:00:00+00,2022/09/11 00:00:00+00,14,7,1,113.4179,,,{06CD79C8-57F0-4D63-A822-D9BADAA754EA},,,2020,672409.1328125,6612.41810657681
501,2022,CA,USF,CNF,VALLEY,00002040,2022/08/22 00:00:00+00,2022/09/10 00:00:00+00,14,7,1,188.4808,CONT date is OUT date,,{76926230-A9F0-47BE-AC97-A39BB1EF4CFF},,,2020,1084171.2109375,7241.36529321779
502,2022,CA,USF,TNF,PLUM,00001110,2022/08/11 00:00:00+00,2022/08/22 00:00:00+00,9,6,1,12.28059,,,{15FEA6D7-CF15-495B-8BD4-EE8AEF8CEB51},,,2020,83405.36328125,3387.9325583904
503,2022,CA,USF,BDF,RADFORD ,00012958,2022/09/05 00:00:00+00,2022/11/09 00:00:00+00,9,7,1,1079.279,,,{E759843C-DE2F-4B80-B76B-D8E8C43FCB00},,,2020,6402730.73828125,21766.9964271617
504,2022,CA,USF,TNF,MOSQUITO,00001371,2022/09/07 00:00:00+00,2022/10/22 00:00:00+00,9,3,1,76771.45,,,{44773D0C-F5B6-4413-BAE1-4C929BF9E912},,,2020,515461760.589844,273643.950755875
505,2022,CA,USF,MDF,BARNES,00000896,2022/09/07 00:00:00+00,2022/11/01 00:00:00+00,1,7,1,5840.575,,,{0AA067F2-E9B8-426B-BBDE-F9DC2A00A95F},,,2020,42656929.6679688,64728.5560528281
506,2022,CA,USF,SRF,BIG BAR,00000883,2022/10/12 00:00:00+00,2022/10/23 00:00:00+00,14,7,1,11.87628,,,{181EFA72-CB64-4DDA-BDCC-08D14B05F413},,,2020,85110.08203125,1256.73268485189
507,2022,CA,USF,LPF,NAVAJO,00000869,2022/05/08 00:00:00+00,2022/05/18 00:00:00+00,9,6,1,31.54411,,,{AF64D8F8-DDCA-40C0-8E4F-813D269E1531},,,2020,192452.015625,2313.23018601416
508,2022,CA,USF,ENF,PAYMASTER,00006355,2022/03/08 00:00:00+00,2022/03/11 00:00:00+00,9,6,1,15.13918,,,{0C5EEC47-48D6-400F-B75C-4E0DDE0919F1},,,2020,101535.41015625,2051.83948679762
509,2022,CA,USF,KNF,GEORGE,00006783,2022/08/11 00:00:00+00,2022/08/24 00:00:00+00,14,6,1,13.57013,,,{6E110937-5B40-4384-9E4D-A18F631F3042},,,2020,98586.47265625,1411.99564781505
510,2022,CA,USF,MDF,WILLOW,00000576,2022/08/04 00:00:00+00,2022/08/07 00:00:00+00,1,1,1,35.42039,,,{F0ED56F4-21AE-4AFF-89C9-4E3A395D9C80},,,2020,258266.18359375,2371.88002151587
511,2022,CA,USF,BDF,CACTUS ,00007448,2022/04/30 00:00:00+00,2022/05/08 00:00:00+00,9,6,1,26.48567,1C6131F5-5B3F-4C9E-A0B8-85D3AD87E2D7,,{1C6131F5-5B3F-4C9E-A0B8-85D3AD87E2D7},,,2020,157403.82421875,3050.36526489031
512,2022,CA,USF,ANF,CHERRY,00001728,2022/06/13 00:00:00+00,2022/06/14 00:00:00+00,14,6,1,14.31055,,,{A358D32F-E010-4AD5-A87C-B800BB59E447},,,2020,85623.08984375,1853.3293598586
513,2022,CA,USF,BDF,MANZANITA,00013457,2022/09/23 00:00:00+00,2022/09/30 00:00:00+00,9,6,1,26.86633,,,{30C67238-E97F-4FA5-9FDA-6095CC2BB252},,,2020,159238.71875,2297.42128144616
514,2022,CA,USF,KNF,SMOKEY,00006504,2022/08/04 00:00:00+00,2022/08/09 00:00:00+00,14,6,1,33.67451,,,{37761244-7CDB-4EE3-B49C-E69F01F8D8A8},,,2020,246744.8671875,2102.00106620263
515,2022,CA,USF,KNF,ELIZA,00007844,2022/09/09 00:00:00+00,2022/09/16 00:00:00+00,14,6,1,19.21475,,,{E9BC177F-A03B-4413-82B3-BA066AFF21D0},,,2020,139965.5,2655.26348641279
516,2022,CA,USF,BDF,CASTILE,00007822,2022/05/10 00:00:00+00,2022/05/11 00:00:00+00,9,6,1,9.858478,,,{80EDDFF1-FB2E-4998-A47E-5AB2F4B15E23},,,2020,57912.73046875,984.837124005183
517,2022,CA,CDF,AEU,POWER,00030416,2022/10/23 00:00:00+00,2022/10/26 00:00:00+00,11,1,1,21.0131,,,{BD6F9343-7787-4D2B-A254-ED5164F992CC},,,2020,138458.44140625,2004.5852457232
518,2022,CA,CDF,SHU,BRANSTETTER,00009708,2022/08/31 00:00:00+00,2022/08/31 00:00:00+00,4,3,1,33.77932,,,{D2C0BD08-A0BB-43B0-97AC-17506259D10C},,,2020,236878.12109375,2275.39158562303
519,2022,CA,CDF,SHU,PETER,00007626,2022/07/14 00:00:00+00,2022/07/20 00:00:00+00,15,1,1,303.67,,,{020E62ED-3948-4427-8F5A-47F035E65D72},,,2020,2124521.296875,10686.4402314811
520,2022,CA,CDF,SHU,HOBBY,00011107,2022/10/06 00:00:00+00,2022/10/06 00:00:00+00,14,1,1,12.32455, ,,{ED69AF45-96E4-4B59-9521-4177B091BED0},,,2020,86329.5078125,1422.4337992941
521,2022,CA,CDF,SHU,FLANAGAN,00002384,2022/03/04 00:00:00+00,2022/03/04 00:00:00+00,5,1,1,88.68606,,,{4A20DAD5-3237-447B-AB50-D77169D1D527},,,2020,624491.6015625,3514.1562313306
522,2022,CA,CDF,SLU,WINEMAN,00009015,2022/06/19 00:00:00+00,2022/06/19 00:00:00+00,7,1,1,56.78185,,,{F8F58C62-9E69-4482-89D8-8EF9262BDB75},,,2020,343231.58203125,3863.33375409006
523,2022,CA,CDF,SLU,CAMINO,00009548,2022/06/28 00:00:00+00,2022/07/04 00:00:00+00,9,1,1,386.9821,,,{E3C0BFF6-A34F-4964-B6EC-73E9FED6CC9B},,,2020,2347357.546875,12143.276958352
524,2022,CA,CDF,SLU,TEFT,00010577,2022/07/15 00:00:00+00,2022/07/17 00:00:00+00,10,1,1,25.53244,,,{C3F53F77-D58E-4A38-B6D6-BF1667BE8DDD},,,2020,154433.94140625,3046.94206548245
525,2022,CA,CDF,SLU,PRICE,00000021,2022/01/01 00:00:00+00,2022/01/01 00:00:00+00,4,6,1,0.06728618,Transient Campfire Fatality,,{DEA6CF90-F556-437A-8F57-52F9D06EF8BA},,,2020,408.3359375,80.8627515888373
526,2022,CA,CDF,MEU,MEADOW,00008119,2022/07/19 00:00:00+00,2022/07/19 00:00:00+00,2,1,1,16.55005,,,{2E1A2089-73C9-4A6D-A0CA-0181B75BBD5C},,,2020,111257.640625,2095.72368104482
527,2022,CA,CDF,SLU,ESTRELLA,00004203,2022/03/23 00:00:00+00,2022/03/23 00:00:00+00,11,6,1,1.968684,,,{4C2E1220-EB57-48EC-852D-0E56F3DC7AD5},,,2020,12101.2421875,534.185980023827
528,2022,CA,CDF,SLU,WILSON,00006106,2022/04/28 00:00:00+00,2022/04/28 00:00:00+00,5,1,1,1.261111,,,{4559666C-ED59-4CBD-84F4-62F21F1A7CB2},,,2020,7700.94140625,500.546723504276
529,2022,CA,CDF,BEU,BENITO,00003343,2022/09/14 00:00:00+00,2022/09/15 00:00:00+00,14,7,1,89.9549,,,{AC5F896F-4C02-428A-8F84-A28A29A2F985},,,2020,570010.44140625,3390.52282329522
530,2022,CA,CDF,SLU,EAGLE,00008246,2022/06/06 00:00:00+00,2022/06/06 00:00:00+00,14,1,1,49.81456,,,{DCDE2DF9-53F1-40DB-823E-D9C7F6E65593},,,2020,306423.265625,2713.00592428413
531,2022,CA,CDF,SLU,LOPEZ,00008237,2022/06/06 00:00:00+00,2022/06/10 00:00:00+00,9,1,1,16.42301,Target Shooting,,{796F27BA-DC27-426A-9139-C0B4DA76E73A},,,2020,99875.1328125,2598.68563160767
532,2022,CA,CDF,SLU,TOPAZ,00008430,2022/06/10 00:00:00+00,2022/06/10 00:00:00+00,9,1,1,3.162654,Solar Panels,,{95E10D14-6E39-4187-AF71-3BDA9DDB40B7},,,2020,19293.359375,595.120315485072
533,2022,CA,LRA,SLU,MARIA,00009158,2022/06/21 00:00:00+00,2022/06/21 00:00:00+00,9,5,1,1.397867,,,{77493EED-7521-47DC-AC70-49427B949256},,,2020,8447.97265625,468.498888306004
534,2022,CA,CCO,LAC,CANYON,00115026,2022/04/06 00:00:00+00,2022/04/06 00:00:00+00,9,7,1,2.593182,,,{7AB52765-9118-466F-9AD6-4E815D3A6772},,,2020,15407.35546875,645.217796364835
535,2022,CA,LRA,LAC,BARREL,00216308,2022/06/29 00:00:00+00,2022/06/30 00:00:00+00,9,7,1,7.608925,,,{4200A3E8-C00D-4F4C-B43F-9F01DA1DC6BF},,,2020,45513.296875,1584.63298497674
536,2022,CA,LRA,LAC,CUT OFF,00230119,2022/07/10 00:00:00+00,2022/07/10 00:00:00+00,14,7,1,2.501228,,,,,,2020,14755.64453125,901.81659764373
537,2022,CA,CCO,LAC,HUGHES,00263997,2022/08/06 00:00:00+00,2022/08/06 00:00:00+00,10,7,1,7.944128,,,{874F1FFB-5162-4830-9B34-AA83E2404072},,,2020,47749.11328125,1204.86300003396
538,2022,CA,CCO,LAC,SYCAMORE,00051618,2022/02/10 00:00:00+00,2022/02/11 00:00:00+00,14,7,1,3.735543,,,{77FBE31A-636F-44C0-ABE7-611D1C06F214},,,2020,22052.17578125,1130.49981314723
539,2022,CA,CCO,LAC,SAM,00269184,2022/08/10 00:00:00+00,2022/08/11 00:00:00+00,14,7,1,125.3294,,,{856D83A6-E6BA-416B-8800-94E4F35F5066},,,2020,753342.03515625,6504.56126241821
540,2022,CA,CCO,LAC,QUAIL,00278058,2022/08/17 00:00:00+00,2022/08/18 00:00:00+00,14,7,1,60.45229,,,{9566B9A2-C067-4E91-8026-F4E83013C428},,,2020,360946.04296875,4126.2223006563
541,2022,CA,LRA,LAC,RIDGE,00280336,2022/08/18 00:00:00+00,2022/08/19 00:00:00+00,14,7,1,4.834825,,,{3811358E-4FE1-4AC6-93D7-12F991C25768},,,2020,28648.2421875,978.568954557221
542,2022,CA,CCO,LAC,TIERRA,00222780,2022/08/17 00:00:00+00,2022/08/17 00:00:00+00,14,7,1,2.101613,,,{7C9FCF52-9513-4247-950D-7366B2CFD7F4},,,2020,12569.51171875,718.012932041454
543,2022,CA,CCO,LAC,ROUTE,00294803,2022/08/31 00:00:00+00,2022/09/07 00:00:00+00,14,7,1,5227.923,,,{E27C88E9-90B0-4557-8DB3-3ED1232D95A0},,,2020,31259236.4570312,32350.6960298258
544,2022,CA,CCO,LAC,MUNZ,00313159,2022/09/13 00:00:00+00,2022/09/14 00:00:00+00,14,7,1,1.847821,,,{62D7ED5F-EB02-4D9C-A6C6-52A81D9078F1},,,2020,11081.2265625,461.619076099197
545,2022,CA,CCO,LAC,CHESEBORO,00304524,2022/09/07 00:00:00+00,2022/09/08 00:00:00+00,14,7,1,1.093091,,,{89D02F81-6609-485A-BAC2-C5CB3050CEEC},,,2020,6529.66015625,350.443293916413
546,2022,CA,LRA,LAC,LOBO,00326174,2022/09/24 00:00:00+00,2022/09/25 00:00:00+00,14,7,1,10.79503,,,{449ABB54-788F-4BFE-AFF5-FDB28AA0886A},,,2020,63953.0078125,1397.11626360272
547,2022,CA,CCO,ANF,OAKWILDE,00334495,2022/10/01 00:00:00+00,2022/10/02 00:00:00+00,10,7,1,2.106468,,,{53CDE2E3-FDA1-45D9-AC8B-A7F7243ECA52},,,2020,12509.70703125,621.934847321627
548,2022,CA,CCO,LAC,PYRAMID,00358988,2022/10/21 00:00:00+00,2022/10/22 00:00:00+00,10,7,1,6.758175,,,{C571C51F-1747-4835-BA2B-AEC0AB7F99D0},,,2020,40658.81640625,946.095224887192
549,2022,CA,CDF,SLU,CANYON,00008884,2022/06/17 00:00:00+00,2022/06/17 00:00:00+00,7,5,1,17.27645,,,{D3CFA636-7F67-4E04-8F82-EC36F3E231E3},,,2020,104430.32421875,1692.94305155742
